Model,Loss,LR,MAE,RMSE,MAPE,R2,Directional_Acc
CNN+LSTM(KAN)+Huber,Huber,0.00075,34.12397161287903,36.549208403437746,21.600542160702574,-5.007018224487478,0.532258064516129
