batch_size,scaled_lr,best_val_loss
128,0.0014142135623730952,0.0016710700001567602
32,0.0007071067811865476,0.001679680310189724
96,0.001224744871391589,0.0017234233673661947
48,0.0008660254037844386,0.002513652667403221
64,0.001,0.0027885735034942627
16,0.0005,0.0029762370977550745
24,0.0006123724356957945,0.0038366280496120453
