Model,Loss,LR,MAE,RMSE,MAPE,R2,Directional_Acc
CNN+LSTM(ReLU)+Huber,Huber,0.001,28.468804320171323,34.02857998796256,19.947179172347262,-4.207036856604915,0.4838709677419355
