batch_size,scaled_lr,best_val_loss
96,0.0009797958971132711,0.001283818855881691
16,0.0004,0.0012965204659849405
48,0.0006928203230275509,0.0013223609421402216
32,0.000565685424949238,0.0015742357354611158
128,0.001131370849898476,0.001585549907758832
24,0.0004898979485566356,0.002200013492256403
64,0.0008,0.0025948872789740562
