batch_size,scaled_lr,best_val_loss
192,0.0008660254037844386,0.0013666647719219327
32,0.0003535533905932738,0.002144242636859417
96,0.0006123724356957945,0.0027156176511198282
48,0.0004330127018922193,0.003276301082223654
24,0.00030618621784789723,0.0034500297624617815
128,0.0007071067811865476,0.003923648502677679
16,0.00025,0.004356156103312969
64,0.0005,0.0047949738800525665
