batch_size,scaled_lr,best_val_loss
32,0.0003535533905932738,0.0020886214915663004
96,0.0006123724356957945,0.002689636778086424
128,0.0007071067811865476,0.0028857674915343523
48,0.0004330127018922193,0.0031310797203332186
64,0.0005,0.003153084544464946
16,0.00025,0.004660831764340401
24,0.00030618621784789723,0.00467210216447711
